Date,Log Return,sales growth,ROCE,EV-to-Sales,E/P Ratio
2021-01-29,-0.01554371137195493,3.0693358327986227,-2.2123370756621896,2.301914868443741,-6.0882122873692035
2021-02-26,0.012060862746104272,3.0693358327986227,-2.2123370756621896,2.301914868443741,-6.0882122873692035
2021-03-31,-0.03242121054414609,3.186216260227911,-1.108086721119896,2.210217579297786,-4.908023596536783
2021-04-30,-0.015824435175744892,3.186216260227911,-1.108086721119896,2.210217579297786,-4.908023596536783
2021-05-28,-0.020979187728734007,3.186216260227911,-1.108086721119896,2.210217579297786,-4.908023596536783
2021-06-30,0.04928161321829706,2.965881128584475,-1.3033972938251093,2.1796827258927114,-5.153883163242246
2021-07-30,-0.020349177661203404,2.965881128584475,-1.3033972938251093,2.1796827258927114,-5.153883163242246
2021-08-31,0.0950695059898233,2.965881128584475,-1.3033972938251093,2.1796827258927114,-5.153883163242246
2021-09-30,0.06980192110706221,2.7900417777271564,-1.2051886374500962,2.2831983791938555,-5.227995375594436
2021-10-29,0.12312454558250743,2.7900417777271564,-1.2051886374500962,2.2831983791938555,-5.227995375594436
2021-11-30,-0.07270820217119488,2.7900417777271564,-1.2051886374500962,2.2831983791938555,-5.227995375594436
2021-12-31,-0.06344448695561286,2.7742498418164137,-1.707744473077829,2.242102336114305,-6.085214629562579
2022-01-31,-0.34387621675811136,2.7742498418164137,-1.707744473077829,2.242102336114305,-6.085214629562579
2022-02-28,-0.07944205439960281,2.7742498418164137,-1.707744473077829,2.242102336114305,-6.085214629562579
2022-03-31,-0.051837723502595245,2.2859169480712627,-0.9728255259951779,1.765637919526491,-4.645411552581049
2022-04-29,-0.6769150652766572,2.2859169480712627,-0.9728255259951779,1.765637919526491,-4.645411552581049
2022-05-31,0.03651773362311877,2.2859169480712627,-0.9728255259951779,1.765637919526491,-4.645411552581049
2022-06-30,-0.12139194027929052,2.1469483094614836,-1.0319552220213903,1.052044652851775,-3.9874254004121688
2022-07-29,0.25161301902343236,2.1469483094614836,-1.0319552220213903,1.052044652851775,-3.9874254004121688
2022-08-31,-0.005976008345560697,2.1469483094614836,-1.0319552220213903,1.052044652851775,-3.9874254004121688
2022-09-30,0.05177629081385351,2.1469483094614836,-1.0319552220213903,1.052044652851775,-3.9874254004121688
